Run_ID,Experiment,Replica,Tool_ID,Group,Subgroup,Position,Condition,TCond,Machined_length,Init_diameter,Final_diameter,CTime,R_measurement,ap,vc,f,Ra,Rz,Rsk,Rku,RSm,Rt,Fx,Fy,Fz,F
1_021_B1_4_a,1,1,21,1,2,a,4,0,12,94,93.5,na,1,0.25,350,0.07,0.391,1.855,0.56,2.423,71.4,2.082,49.23,44.46,21.07,69.60049856
1_021_B1_4_a,1,1,21,1,2,a,4,0,12,94,93.5,na,2,0.25,350,0.07,0.359,1.67,0.53,2.229,70.9,1.918,49.23,44.46,21.07,69.60049856
1_021_B1_4_a,1,1,21,1,2,a,4,0,12,94,93.5,na,3,0.25,350,0.07,0.421,1.912,0.634,2.332,71.2,2.062,49.23,44.46,21.07,69.60049856
1_021_B1_4_a,1,1,21,1,2,a,4,0,12,94,93.5,na,4,0.25,350,0.07,0.45,1.961,0.676,2.325,72.8,2.063,49.23,44.46,21.07,69.60049856
1_021_B1_4_a,1,1,21,1,2,a,4,0,12,94,93.5,na,5,0.25,350,0.07,0.36,1.782,0.714,2.636,69.4,1.957,49.23,44.46,21.07,69.60049856
1_021_B1_4_a,1,1,21,1,2,a,4,0,12,94,93.5,na,6,0.25,350,0.07,0.383,1.931,0.58,2.542,67.3,2.039,49.23,44.46,21.07,69.60049856
1_021_B1_6_b,1,1,21,1,2,b,6,0,12,94,93.5,na,1,0.25,350,0.13,1.181,4.853,0.793,2.39,132.5,5.186,81.03,59.21,25.94,103.6560109
1_021_B1_6_b,1,1,21,1,2,b,6,0,12,94,93.5,na,2,0.25,350,0.13,1.139,5.005,0.701,2.492,130.2,5.122,81.03,59.21,25.94,103.6560109
1_021_B1_6_b,1,1,21,1,2,b,6,0,12,94,93.5,na,3,0.25,350,0.13,1.146,5.082,0.847,2.546,129.7,5.249,81.03,59.21,25.94,103.6560109
1_021_B1_6_b,1,1,21,1,2,b,6,0,12,94,93.5,na,4,0.25,350,0.13,1.125,5.044,0.745,2.561,129.3,5.323,81.03,59.21,25.94,103.6560109
1_021_B1_6_b,1,1,21,1,2,b,6,0,12,94,93.5,na,5,0.25,350,0.13,1.191,5.036,0.742,2.384,131.6,5.249,81.03,59.21,25.94,103.6560109
1_021_B1_6_b,1,1,21,1,2,b,6,0,12,94,93.5,na,6,0.25,350,0.13,1.181,4.985,0.81,2.44,129.7,5.137,81.03,59.21,25.94,103.6560109
1_021_B1_5_c,1,1,21,1,2,c,5,0,12,94,93.5,na,1,0.25,350,0.1,0.612,2.451,0.767,2.32,100.9,2.626,65.48,49.71,22.31,85.18480264
1_021_B1_5_c,1,1,21,1,2,c,5,0,12,94,93.5,na,2,0.25,350,0.1,0.621,2.487,0.774,2.361,100.6,2.762,65.48,49.71,22.31,85.18480264
1_021_B1_5_c,1,1,21,1,2,c,5,0,12,94,93.5,na,3,0.25,350,0.1,0.628,2.686,0.799,2.47,100,2.9,65.48,49.71,22.31,85.18480264
1_021_B1_5_c,1,1,21,1,2,c,5,0,12,94,93.5,na,4,0.25,350,0.1,0.628,2.517,0.739,2.255,99.4,2.781,65.48,49.71,22.31,85.18480264
1_021_B1_5_c,1,1,21,1,2,c,5,0,12,94,93.5,na,5,0.25,350,0.1,0.724,3.02,0.571,2.148,100.6,3.159,65.48,49.71,22.31,85.18480264
1_021_B1_5_c,1,1,21,1,2,c,5,0,12,94,93.5,na,6,0.25,350,0.1,0.618,2.596,0.865,2.494,101.5,2.759,65.48,49.71,22.31,85.18480264
1_021_B1_8_d,1,1,21,1,3,d,8,0,12,94,93.5,na,1,0.25,390,0.1,0.709,2.629,0.612,1.947,100,2.783,65.95,50.85,22.3,86.21145516
1_021_B1_8_d,1,1,21,1,3,d,8,0,12,94,93.5,na,2,0.25,390,0.1,0.692,2.666,0.555,1.966,101.2,2.763,65.95,50.85,22.3,86.21145516
1_021_B1_8_d,1,1,21,1,3,d,8,0,12,94,93.5,na,3,0.25,390,0.1,0.703,2.735,0.6,2.007,100.8,2.947,65.95,50.85,22.3,86.21145516
1_021_B1_8_d,1,1,21,1,3,d,8,0,12,94,93.5,na,4,0.25,390,0.1,0.731,2.795,0.532,1.901,101.5,2.85,65.95,50.85,22.3,86.21145516
1_021_B1_8_d,1,1,21,1,3,d,8,0,12,94,93.5,na,5,0.25,390,0.1,0.734,2.778,0.512,1.892,100.9,2.953,65.95,50.85,22.3,86.21145516
1_021_B1_8_d,1,1,21,1,3,d,8,0,12,94,93.5,na,6,0.25,390,0.1,0.735,2.733,0.551,1.872,100.4,2.831,65.95,50.85,22.3,86.21145516
1_021_B1_9_e,1,1,21,1,3,e,9,0,12,94,93.5,na,1,0.25,390,0.13,1.111,4.285,0.47,2.028,131.7,4.416,84.34,57.88,26.26,105.6073747
1_021_B1_9_e,1,1,21,1,3,e,9,0,12,94,93.5,na,2,0.25,390,0.13,1.086,4.199,0.422,2.029,130.5,4.389,84.34,57.88,26.26,105.6073747
1_021_B1_9_e,1,1,21,1,3,e,9,0,12,94,93.5,na,3,0.25,390,0.13,1.149,4.496,0.576,2.15,130.2,4.633,84.34,57.88,26.26,105.6073747
1_021_B1_9_e,1,1,21,1,3,e,9,0,12,94,93.5,na,4,0.25,390,0.13,1.086,4.251,0.456,2.036,132,4.515,84.34,57.88,26.26,105.6073747
1_021_B1_9_e,1,1,21,1,3,e,9,0,12,94,93.5,na,5,0.25,390,0.13,1.115,4.397,0.485,2.151,130.4,4.521,84.34,57.88,26.26,105.6073747
1_021_B1_9_e,1,1,21,1,3,e,9,0,12,94,93.5,na,6,0.25,390,0.13,1.07,4.274,0.496,2.059,132.2,4.468,84.34,57.88,26.26,105.6073747
1_021_B1_7_f,1,1,21,1,3,f,7,0,12,94,93.5,na,1,0.25,390,0.07,0.362,1.531,0.545,1.975,71.2,1.621,51.59,42.31,18.87,69.33787637
1_021_B1_7_f,1,1,21,1,3,f,7,0,12,94,93.5,na,2,0.25,390,0.07,0.293,1.3,0.584,2.245,71.7,1.438,51.59,42.31,18.87,69.33787637
1_021_B1_7_f,1,1,21,1,3,f,7,0,12,94,93.5,na,3,0.25,390,0.07,0.316,1.319,0.289,1.905,69.5,1.453,51.59,42.31,18.87,69.33787637
1_021_B1_7_f,1,1,21,1,3,f,7,0,12,94,93.5,na,4,0.25,390,0.07,0.309,1.709,1.018,3.222,71.6,1.807,51.59,42.31,18.87,69.33787637
1_021_B1_7_f,1,1,21,1,3,f,7,0,12,94,93.5,na,5,0.25,390,0.07,0.326,1.282,0.335,1.824,71.2,1.358,51.59,42.31,18.87,69.33787637
1_021_B1_7_f,1,1,21,1,3,f,7,0,12,94,93.5,na,6,0.25,390,0.07,0.324,1.402,0.442,2.027,68.4,1.556,51.59,42.31,18.87,69.33787637
1_021_B1_2_g,1,1,21,1,1,g,2,0,12,94,93.5,na,1,0.25,310,0.1,0.681,2.554,0.237,1.677,98.8,2.813,69.13,50.07,20.51,87.78736754
1_021_B1_2_g,1,1,21,1,1,g,2,0,12,94,93.5,na,2,0.25,310,0.1,0.677,2.478,0.253,1.747,98.4,2.899,69.13,50.07,20.51,87.78736754
1_021_B1_2_g,1,1,21,1,1,g,2,0,12,94,93.5,na,3,0.25,310,0.1,0.684,2.264,0.202,1.494,101.6,2.42,69.13,50.07,20.51,87.78736754
1_021_B1_2_g,1,1,21,1,1,g,2,0,12,94,93.5,na,4,0.25,310,0.1,0.667,2.369,0.192,1.585,100.4,2.614,69.13,50.07,20.51,87.78736754
1_021_B1_2_g,1,1,21,1,1,g,2,0,12,94,93.5,na,5,0.25,310,0.1,0.671,2.324,0.084,1.5,100,2.418,69.13,50.07,20.51,87.78736754
1_021_B1_2_g,1,1,21,1,1,g,2,0,12,94,93.5,na,6,0.25,310,0.1,0.67,2.373,0.223,1.576,101.3,2.54,69.13,50.07,20.51,87.78736754
1_021_B1_1_h,1,1,21,1,1,h,1,0,12,94,93.5,na,1,0.25,310,0.07,0.227,1.431,-0.374,2.99,72.3,1.773,55.44,41.6,19.53,72.0109332
1_021_B1_1_h,1,1,21,1,1,h,1,0,12,94,93.5,na,2,0.25,310,0.07,0.247,1.513,-0.255,2.653,69.3,1.686,55.44,41.6,19.53,72.0109332
1_021_B1_1_h,1,1,21,1,1,h,1,0,12,94,93.5,na,3,0.25,310,0.07,0.264,1.612,-0.201,2.638,84.9,1.823,55.44,41.6,19.53,72.0109332
1_021_B1_1_h,1,1,21,1,1,h,1,0,12,94,93.5,na,4,0.25,310,0.07,0.219,1.428,-0.282,3.063,60.7,1.702,55.44,41.6,19.53,72.0109332
1_021_B1_1_h,1,1,21,1,1,h,1,0,12,94,93.5,na,5,0.25,310,0.07,0.211,1.405,-0.457,3.132,75.5,1.541,55.44,41.6,19.53,72.0109332
1_021_B1_1_h,1,1,21,1,1,h,1,0,12,94,93.5,na,6,0.25,310,0.07,0.235,1.462,-0.368,2.959,64.1,1.761,55.44,41.6,19.53,72.0109332
1_021_B1_3_i,1,1,21,1,1,i,3,0,12,94,93.5,na,1,0.25,310,0.13,0.832,3.56,0.975,2.795,128.3,3.848,84.61,56.61,24.09,104.6129643
1_021_B1_3_i,1,1,21,1,1,i,3,0,12,94,93.5,na,2,0.25,310,0.13,0.8,3.468,1.095,2.876,133.6,3.697,84.61,56.61,24.09,104.6129643
1_021_B1_3_i,1,1,21,1,1,i,3,0,12,94,93.5,na,3,0.25,310,0.13,0.846,3.462,1.029,2.694,131.7,3.638,84.61,56.61,24.09,104.6129643
1_021_B1_3_i,1,1,21,1,1,i,3,0,12,94,93.5,na,4,0.25,310,0.13,0.798,3.498,1.053,2.957,131.2,3.711,84.61,56.61,24.09,104.6129643
1_021_B1_3_i,1,1,21,1,1,i,3,0,12,94,93.5,na,5,0.25,310,0.13,0.847,3.535,1.062,2.767,131.5,3.769,84.61,56.61,24.09,104.6129643
1_021_B1_3_i,1,1,21,1,1,i,3,0,12,94,93.5,na,6,0.25,310,0.13,0.856,3.587,1.02,2.691,127,3.754,84.61,56.61,24.09,104.6129643
1_031_B2_10_b,1,1,31,2,4,b,10,0,12,93.5,92.5,na,1,0.5,310,0.07,0.256,1.111,0.129,1.871,78.6,1.272,110.5,61.45,68.08,143.6009711
1_031_B2_10_b,1,1,31,2,4,b,10,0,12,93.5,92.5,na,2,0.5,310,0.07,0.257,1.118,0.105,1.871,75.1,1.299,110.5,61.45,68.08,143.6009711
1_031_B2_10_b,1,1,31,2,4,b,10,0,12,93.5,92.5,na,3,0.5,310,0.07,0.243,1.08,0.16,1.867,71.4,1.242,110.5,61.45,68.08,143.6009711
1_031_B2_10_b,1,1,31,2,4,b,10,0,12,93.5,92.5,na,4,0.5,310,0.07,0.292,1.406,-0.048,2.044,77.9,1.497,110.5,61.45,68.08,143.6009711
1_031_B2_10_b,1,1,31,2,4,b,10,0,12,93.5,92.5,na,5,0.5,310,0.07,0.264,1.073,0.135,1.727,69.8,1.259,110.5,61.45,68.08,143.6009711
1_031_B2_10_b,1,1,31,2,4,b,10,0,12,93.5,92.5,na,6,0.5,310,0.07,0.303,1.566,0.139,2.217,72.1,1.68,110.5,61.45,68.08,143.6009711
1_031_B2_12_c,1,1,31,2,4,c,12,0,12,93.5,92.5,na,1,0.5,310,0.13,1.133,4.764,0.807,2.495,132.5,4.979,171.5,83.49,75.56,205.1636998
1_031_B2_12_c,1,1,31,2,4,c,12,0,12,93.5,92.5,na,2,0.5,310,0.13,1.046,4.727,1.031,3.055,131.5,4.904,171.5,83.49,75.56,205.1636998
1_031_B2_12_c,1,1,31,2,4,c,12,0,12,93.5,92.5,na,3,0.5,310,0.13,1.098,4.783,0.905,2.638,133.8,5.001,171.5,83.49,75.56,205.1636998
1_031_B2_12_c,1,1,31,2,4,c,12,0,12,93.5,92.5,na,4,0.5,310,0.13,1.115,4.828,0.936,2.651,129,4.967,171.5,83.49,75.56,205.1636998
1_031_B2_12_c,1,1,31,2,4,c,12,0,12,93.5,92.5,na,5,0.5,310,0.13,1.121,4.982,1.052,2.84,131.4,5.318,171.5,83.49,75.56,205.1636998
1_031_B2_12_c,1,1,31,2,4,c,12,0,12,93.5,92.5,na,6,0.5,310,0.13,1.118,4.685,0.925,2.622,133.8,4.905,171.5,83.49,75.56,205.1636998
1_031_B2_11_d,1,1,31,2,4,d,11,0,12,93.5,92.5,na,1,0.5,310,0.1,0.501,2.623,0.876,3.121,97.8,2.826,141.5,69.27,67.71,171.4795236
1_031_B2_11_d,1,1,31,2,4,d,11,0,12,93.5,92.5,na,2,0.5,310,0.1,0.521,2.695,0.837,3.007,105.8,2.891,141.5,69.27,67.71,171.4795236
1_031_B2_11_d,1,1,31,2,4,d,11,0,12,93.5,92.5,na,3,0.5,310,0.1,0.538,2.716,0.794,2.954,95.1,2.946,141.5,69.27,67.71,171.4795236
1_031_B2_11_d,1,1,31,2,4,d,11,0,12,93.5,92.5,na,4,0.5,310,0.1,0.52,2.657,0.926,3.088,107.8,2.949,141.5,69.27,67.71,171.4795236
1_031_B2_11_d,1,1,31,2,4,d,11,0,12,93.5,92.5,na,5,0.5,310,0.1,0.511,2.721,0.891,3.171,103.1,2.902,141.5,69.27,67.71,171.4795236
1_031_B2_11_d,1,1,31,2,4,d,11,0,12,93.5,92.5,na,6,0.5,310,0.1,0.514,2.795,0.947,3.197,107.5,2.924,141.5,69.27,67.71,171.4795236
1_031_B2_17_e,1,1,31,2,6,e,17,0,12,93.5,92.5,na,1,0.5,390,0.1,0.567,2.53,0.515,2.249,101.3,2.871,141.9,70.27,65.19,171.2402377
1_031_B2_17_e,1,1,31,2,6,e,17,0,12,93.5,92.5,na,2,0.5,390,0.1,0.596,2.675,0.381,2.221,101.8,2.813,141.9,70.27,65.19,171.2402377
1_031_B2_17_e,1,1,31,2,6,e,17,0,12,93.5,92.5,na,3,0.5,390,0.1,0.544,2.531,0.488,2.366,103.7,2.708,141.9,70.27,65.19,171.2402377
1_031_B2_17_e,1,1,31,2,6,e,17,0,12,93.5,92.5,na,4,0.5,390,0.1,0.55,2.578,0.489,2.36,102.3,2.701,141.9,70.27,65.19,171.2402377
1_031_B2_17_e,1,1,31,2,6,e,17,0,12,93.5,92.5,na,5,0.5,390,0.1,0.532,2.594,0.713,2.628,104.1,2.808,141.9,70.27,65.19,171.2402377
1_031_B2_17_e,1,1,31,2,6,e,17,0,12,93.5,92.5,na,6,0.5,390,0.1,0.532,2.594,0.713,2.628,104.1,2.808,141.9,70.27,65.19,171.2402377
1_031_B2_16_f,1,1,31,2,6,f,16,0,12,93.5,92.5,na,1,0.5,390,0.07,0.37,1.663,0.111,1.944,71.2,1.93,110.1,56.55,61.05,138.0109235
1_031_B2_16_f,1,1,31,2,6,f,16,0,12,93.5,92.5,na,2,0.5,390,0.07,0.342,1.419,0.102,1.834,71.7,1.6,110.1,56.55,61.05,138.0109235
1_031_B2_16_f,1,1,31,2,6,f,16,0,12,93.5,92.5,na,3,0.5,390,0.07,0.371,1.582,0.001,1.831,71,1.736,110.1,56.55,61.05,138.0109235
1_031_B2_16_f,1,1,31,2,6,f,16,0,12,93.5,92.5,na,4,0.5,390,0.07,0.355,1.504,0.075,1.849,70.9,1.614,110.1,56.55,61.05,138.0109235
1_031_B2_16_f,1,1,31,2,6,f,16,0,12,93.5,92.5,na,5,0.5,390,0.07,0.363,1.622,0.02,1.91,71.8,1.735,110.1,56.55,61.05,138.0109235
1_031_B2_16_f,1,1,31,2,6,f,16,0,12,93.5,92.5,na,6,0.5,390,0.07,0.36,1.583,0.008,1.928,70.1,1.765,110.1,56.55,61.05,138.0109235
1_031_B2_18_g,1,1,31,2,6,g,18,0,12,93.5,92.5,na,1,0.5,390,0.13,0.519,2.731,0.645,3.005,103.6,2.899,173.5,82.13,71.8,204.9459121
1_031_B2_18_g,1,1,31,2,6,g,18,0,12,93.5,92.5,na,2,0.5,390,0.13,0.495,2.607,0.671,3.023,88.7,2.701,173.5,82.13,71.8,204.9459121
1_031_B2_18_g,1,1,31,2,6,g,18,0,12,93.5,92.5,na,3,0.5,390,0.13,0.517,2.624,0.764,3.031,118,2.68,173.5,82.13,71.8,204.9459121
1_031_B2_18_g,1,1,31,2,6,g,18,0,12,93.5,92.5,na,4,0.5,390,0.13,0.505,2.629,0.808,3.136,76.9,2.707,173.5,82.13,71.8,204.9459121
1_031_B2_18_g,1,1,31,2,6,g,18,0,12,93.5,92.5,na,5,0.5,390,0.13,0.521,2.71,0.63,2.987,105.1,2.787,173.5,82.13,71.8,204.9459121
1_031_B2_18_g,1,1,31,2,6,g,18,0,12,93.5,92.5,na,6,0.5,390,0.13,0.541,2.761,0.694,2.908,91.7,2.888,173.5,82.13,71.8,204.9459121
1_031_B2_14_h,1,1,31,2,5,h,14,0,12,93.5,92.5,na,1,0.5,350,0.1,0.623,2.671,0.097,1.949,99.1,2.8,144.7,70.44,66.44,174.1096126
1_031_B2_14_h,1,1,31,2,5,h,14,0,12,93.5,92.5,na,2,0.5,350,0.1,0.603,2.638,0.181,1.997,100.4,2.776,144.7,70.44,66.44,174.1096126
1_031_B2_14_h,1,1,31,2,5,h,14,0,12,93.5,92.5,na,3,0.5,350,0.1,0.606,2.604,0.084,1.95,100.6,2.695,144.7,70.44,66.44,174.1096126
1_031_B2_14_h,1,1,31,2,5,h,14,0,12,93.5,92.5,na,4,0.5,350,0.1,0.616,2.638,0.11,1.949,99.1,2.723,144.7,70.44,66.44,174.1096126
1_031_B2_14_h,1,1,31,2,5,h,14,0,12,93.5,92.5,na,5,0.5,350,0.1,0.602,2.623,0.16,1.989,98.1,2.789,144.7,70.44,66.44,174.1096126
1_031_B2_14_h,1,1,31,2,5,h,14,0,12,93.5,92.5,na,6,0.5,350,0.1,0.595,2.65,0.136,1.99,101,2.737,144.7,70.44,66.44,174.1096126
1_031_B2_15_i,1,1,31,2,5,i,15,0,12,93.5,92.5,na,1,0.5,350,0.13,0.52,2.47,0.352,2.351,125.6,2.585,179.8,81.93,75.26,211.4347003
1_031_B2_15_i,1,1,31,2,5,i,15,0,12,93.5,92.5,na,2,0.5,350,0.13,0.524,2.61,0.431,2.488,101.7,2.993,179.8,81.93,75.26,211.4347003
1_031_B2_15_i,1,1,31,2,5,i,15,0,12,93.5,92.5,na,3,0.5,350,0.13,0.505,2.494,0.417,2.452,92.7,2.558,179.8,81.93,75.26,211.4347003
1_031_B2_15_i,1,1,31,2,5,i,15,0,12,93.5,92.5,na,4,0.5,350,0.13,0.569,2.621,0.291,2.224,130.8,2.719,179.8,81.93,75.26,211.4347003
1_031_B2_15_i,1,1,31,2,5,i,15,0,12,93.5,92.5,na,5,0.5,350,0.13,0.573,2.679,0.232,2.207,116.5,3.025,179.8,81.93,75.26,211.4347003
1_031_B2_15_i,1,1,31,2,5,i,15,0,12,93.5,92.5,na,6,0.5,350,0.13,0.554,2.579,0.349,2.313,118.2,2.71,179.8,81.93,75.26,211.4347003
1_031_B2_13_j,1,1,31,2,5,j,13,0,12,93.5,92.5,na,1,0.5,350,0.07,0.356,1.636,-0.115,2.032,70.3,1.781,107.7,52.78,60.21,134.2023193
1_031_B2_13_j,1,1,31,2,5,j,13,0,12,93.5,92.5,na,2,0.5,350,0.07,0.334,1.609,0.038,2.113,68.7,1.738,107.7,52.78,60.21,134.2023193
1_031_B2_13_j,1,1,31,2,5,j,13,0,12,93.5,92.5,na,3,0.5,350,0.07,0.334,1.635,-0.042,2.165,71.3,1.797,107.7,52.78,60.21,134.2023193
1_031_B2_13_j,1,1,31,2,5,j,13,0,12,93.5,92.5,na,4,0.5,350,0.07,0.337,1.428,-0.137,1.802,70.8,1.539,107.7,52.78,60.21,134.2023193
1_031_B2_13_j,1,1,31,2,5,j,13,0,12,93.5,92.5,na,5,0.5,350,0.07,0.254,1.251,-0.101,2.088,68.3,1.381,107.7,52.78,60.21,134.2023193
