Run_ID,Exp,Replica,Tool_ID,Group,Subgroup,Position,Condition,TCond,Machined_length,Init_diameter,Final_diameter,CTime,R_measurement,ap,vc,f,Ra,Rz,Rsk,Rku,RSm,Rt
na,prep,na,13,na,na,front,na,0.091,320,67,66.5,5.816434399,3,0.5,350,0.1,0.685,2.626,0.363,1.856,56.4,2.808
na,prep,na,13,na,na,back,na,0.091,320,67,66.5,5.816434399,4,0.5,350,0.1,0.649,2.346,0.214,1.702,56.1,2.5
na,prep,na,13,na,na,front,na,0.102,320,66,65.5,7.697799599,1,0.5,350,0.1,0.678,2.643,0.293,1.823,53.8,2.751
na,prep,na,13,na,na,back,na,0.102,320,66,65.5,7.697799599,2,0.5,350,0.1,0.634,2.303,0.308,1.708,64.3,2.543
na,prep,na,13,na,na,front,na,0.102,320,66,65.5,7.697799599,3,0.5,350,0.1,0.683,2.612,0.198,1.779,55.5,2.87
na,prep,na,13,na,na,back,na,0.102,320,66,65.5,7.697799599,4,0.5,350,0.1,0.642,2.352,0.206,1.677,65.4,2.544
na,prep,na,23,na,na,front,na,0.032,320,93.5,93.25,2.678432137,1,0.25,350,0.1,0.514,2.478,0.658,2.568,101.1,2.622
na,prep,na,23,na,na,back,na,0.032,320,93.5,93.25,2.678432137,2,0.25,350,0.1,0.459,2.051,0.684,2.434,80.5,2.225
na,prep,na,23,na,na,front,na,0.032,320,93.5,93.25,2.678432137,3,0.25,350,0.1,0.552,2.605,0.637,2.51,89.6,2.908
na,prep,na,23,na,na,back,na,0.032,320,93.5,93.25,2.678432137,4,0.25,350,0.1,0.435,1.915,0.834,2.56,67.0,2.234
na,prep,na,23,na,na,front,na,0.037,320,93,92.75,5.342502707,1,0.25,350,0.1,0.32,1.5,0.701,2.423,67.0,1.605
na,prep,na,23,na,na,back,na,0.037,320,93,92.75,5.342502707,2,0.25,350,0.1,0.333,1.6,0.919,2.781,90.9,1.678
na,prep,na,23,na,na,front,na,0.037,320,93,92.75,5.342502707,3,0.25,350,0.1,0.412,1.75,0.613,2.229,69.6,1.947
na,prep,na,23,na,na,back,na,0.037,320,93,92.75,5.342502707,4,0.25,350,0.1,0.331,1.588,0.925,2.763,93.2,1.729
na,prep,na,23,na,na,front,na,0.043,320,92.5,92.25,7.992211711,1,0.25,350,0.1,0.331,1.571,0.789,2.505,103.5,1.679
na,prep,na,23,na,na,back,na,0.043,320,92.5,92.25,7.992211711,2,0.25,350,0.1,0.339,1.516,0.766,2.296,101.0,1.588
na,prep,na,23,na,na,front,na,0.043,320,92.5,92.25,7.992211711,3,0.25,350,0.1,0.332,1.448,0.686,2.255,74.4,1.687
na,prep,na,23,na,na,back,na,0.043,320,92.5,92.25,7.992211711,4,0.25,350,0.1,0.395,1.602,0.637,2.066,87.7,1.858
na,prep,na,23,na,na,front,na,0.043,320,92,91.75,10.62755915,1,0.25,350,0.1,0.386,1.709,0.723,2.318,99.3,2.102
na,prep,na,23,na,na,back,na,0.043,320,92,91.75,10.62755915,2,0.25,350,0.1,0.388,1.725,0.347,1.846,74.8,1.956
na,prep,na,23,na,na,front,na,0.043,320,92,91.75,10.62755915,3,0.25,350,0.1,0.328,1.467,0.783,2.286,63.3,1.817
na,prep,na,23,na,na,back,na,0.043,320,92,91.75,10.62755915,4,0.25,350,0.1,0.39,1.784,0.409,1.853,61.3,1.939
na,prep,na,23,na,na,front,na,0.053,320,91.5,91.25,13.24854502,1,0.25,350,0.1,0.393,1.766,0.389,1.823,74.9,1.999
na,prep,na,23,na,na,back,na,0.053,320,91.5,91.25,13.24854502,2,0.25,350,0.1,0.412,2.113,-0.09,2.21,80.6,2.256
na,prep,na,23,na,na,front,na,0.053,320,91.5,91.25,13.24854502,3,0.25,350,0.1,0.419,1.767,0.372,1.744,57.8,1.917
na,prep,na,23,na,na,back,na,0.053,320,91.5,91.25,13.24854502,4,0.25,350,0.1,0.43,2.318,-0.024,2.261,77.3,2.577
na,prep,na,23,na,na,front,na,0.053,320,91,90.75,15.85516932,1,0.25,350,0.1,0.393,1.827,0.299,1.864,93.9,2.155
na,prep,na,23,na,na,back,na,0.053,320,91,90.75,15.85516932,2,0.25,350,0.1,0.354,2.426,-0.657,4.322,85.9,2.535
na,prep,na,23,na,na,front,na,0.053,320,91,90.75,15.85516932,3,0.25,350,0.1,0.36,1.878,0.386,2.036,87.0,2.185
na,prep,na,23,na,na,back,na,0.053,320,91,90.75,15.85516932,4,0.25,350,0.1,0.386,2.558,-0.533,3.747,70.7,2.741
na,prep,na,23,na,na,front,na,0.064,320,90.5,90.25,18.44743206,1,0.25,350,0.1,0.354,1.388,0.665,2.019,102.3,1.582
na,prep,na,23,na,na,back,na,0.064,320,90.5,90.25,18.44743206,2,0.25,350,0.1,0.355,1.723,0.715,2.443,100.6,1.844
na,prep,na,23,na,na,front,na,0.064,320,90.5,90.25,18.44743206,3,0.25,350,0.1,0.349,1.522,0.548,2.111,100.5,1.757
na,prep,na,23,na,na,back,na,0.064,320,90.5,90.25,18.44743206,4,0.25,350,0.1,0.343,1.45,0.656,2.249,58.9,1.627
na,prep,na,23,na,na,front,na,0.064,320,90,89.75,21.02533323,1,0.25,350,0.1,0.315,1.452,0.729,2.452,54.8,1.589
na,prep,na,23,na,na,back,na,0.064,320,90,89.75,21.02533323,2,0.25,350,0.1,0.391,2.363,-0.364,3.265,59.1,2.517
na,prep,na,23,na,na,front,na,0.064,320,90,89.75,21.02533323,3,0.25,350,0.1,0.332,1.621,0.863,2.699,52.8,1.784
na,prep,na,23,na,na,back,na,0.064,320,90,89.75,21.02533323,4,0.25,350,0.1,0.325,2.124,-0.168,3.099,81.1,2.286
na,prep,na,23,na,na,front,na,0.096,320,89.5,89.25,23.58887284,1,0.25,350,0.1,0.452,2.775,-0.831,4,50.4,2.893
na,prep,na,23,na,na,back,na,0.096,320,89.5,89.25,23.58887284,2,0.25,350,0.1,0.347,1.771,0.905,2.82,54.0,1.897
na,prep,na,23,na,na,front,na,0.096,320,89.5,89.25,23.58887284,3,0.25,350,0.1,0.497,3.175,-1.277,4.813,59.7,3.443
na,prep,na,23,na,na,back,na,0.096,320,89.5,89.25,23.58887284,4,0.25,350,0.1,0.346,1.452,0.74,2.245,101.6,1.567
na,prep,na,23,na,na,front,na,0.107,320,89,88.75,26.13805088,1,0.25,350,0.1,0.378,1.606,0.759,2.329,47.5,1.849
na,prep,na,23,na,na,back,na,0.107,320,89,88.75,26.13805088,2,0.25,350,0.1,0.418,1.909,0.08,1.974,100.8,2.148
na,prep,na,23,na,na,front,na,0.107,320,89,88.75,26.13805088,3,0.25,350,0.1,0.327,1.598,0.755,2.602,48.6,1.793
na,prep,na,23,na,na,back,na,0.107,320,89,88.75,26.13805088,4,0.25,350,0.1,0.392,1.919,0.186,2.12,100.0,2.19
na,prep,na,23,na,na,front,na,0.118,320,88.5,88.25,28.67286735,1,0.25,350,0.1,0.317,1.646,1.069,3.164,96.7,1.813
na,prep,na,23,na,na,back,na,0.118,320,88.5,88.25,28.67286735,2,0.25,350,0.1,0.315,1.45,0.638,2.378,75.4,1.765
na,prep,na,23,na,na,front,na,0.118,320,88.5,88.25,28.67286735,3,0.25,350,0.1,0.368,1.734,0.801,2.682,83.7,1.959
na,prep,na,23,na,na,back,na,0.118,320,88.5,88.25,28.67286735,4,0.25,350,0.1,0.409,1.672,0.803,2.357,83.9,2.037
na,prep,na,23,na,na,front,na,0.118,320,88,87.75,31.19332226,1,0.25,350,0.1,0.403,2.147,0.623,2.542,44.7,2.288
na,prep,na,23,na,na,back,na,0.118,320,88,87.75,31.19332226,2,0.25,350,0.1,0.396,2.44,-0.327,3.339,53.9,2.562
na,prep,na,23,na,na,front,na,0.118,320,88,87.75,31.19332226,3,0.25,350,0.1,0.544,2.612,0.519,2.21,93.7,2.715
na,prep,na,23,na,na,back,na,0.118,320,88,87.75,31.19332226,4,0.25,350,0.1,0.429,2.09,0.502,2.214,47.5,2.25
na,prep,na,23,na,na,front,na,0.118,320,87.5,87.25,33.6994156,1,0.25,350,0.1,0.39,1.934,0.509,2.369,100.6,2.165
na,prep,na,23,na,na,back,na,0.118,320,87.5,87.25,33.6994156,2,0.25,350,0.1,0.412,2.057,0.093,2.023,47.4,2.275
na,prep,na,23,na,na,front,na,0.118,320,87.5,87.25,33.6994156,3,0.25,350,0.1,0.447,1.791,0.263,1.825,100.7,1.969
na,prep,na,23,na,na,back,na,0.118,320,87.5,87.25,33.6994156,4,0.25,350,0.1,0.398,2.259,0.111,2.415,48.0,2.479
na,prep,na,23,na,na,front,na,0.144,320,87,86.75,36.19114737,1,0.25,350,0.1,0.472,1.759,0.322,1.624,100.2,2.022
na,prep,na,23,na,na,back,na,0.144,320,87,86.75,36.19114737,2,0.25,350,0.1,0.324,2.012,0.086,2.867,83.5,2.147
na,prep,na,23,na,na,front,na,0.144,320,87,86.75,36.19114737,3,0.25,350,0.1,0.446,1.774,0.427,1.822,100.4,1.868
na,prep,na,23,na,na,back,na,0.144,320,87,86.75,36.19114737,4,0.25,350,0.1,0.392,2.159,0.33,2.442,83.0,2.451
na,prep,na,23,na,na,front,na,0.187,320,86.5,86.25,38.66851758,1,0.25,350,0.1,0.358,1.523,0.677,2.17,99.4,1.805
na,prep,na,23,na,na,back,na,0.187,320,86.5,86.25,38.66851758,2,0.25,350,0.1,0.389,1.938,0.887,2.59,45.1,2.129
na,prep,na,23,na,na,front,na,0.187,320,86.5,86.25,38.66851758,3,0.25,350,0.1,0.388,1.539,0.772,2.135,98.7,1.726
na,prep,na,23,na,na,back,na,0.187,320,86.5,86.25,38.66851758,4,0.25,350,0.1,0.302,1.379,0.498,2.105,47.4,1.565
na,prep,na,23,na,na,front,na,0.198,320,86,85.75,41.13152622,1,0.25,350,0.1,0.286,2.135,-0.645,4.779,56.7,2.307
na,prep,na,23,na,na,back,na,0.198,320,86,85.75,41.13152622,2,0.25,350,0.1,0.416,2.232,0.338,2.405,57.1,2.389
na,prep,na,23,na,na,front,na,0.198,320,86,85.75,41.13152622,3,0.25,350,0.1,0.355,2.092,0.176,2.773,52.5,2.291
na,prep,na,23,na,na,back,na,0.198,320,86,85.75,41.13152622,4,0.25,350,0.1,0.398,2.249,0.351,2.676,57.4,2.552
na,prep,na,23,na,na,front,na,0.203,320,85.5,85.25,43.58017329,1,0.25,350,0.1,0.337,1.621,-0.22,2.182,48.2,1.789
na,prep,na,23,na,na,back,na,0.203,320,85.5,85.25,43.58017329,2,0.25,350,0.1,0.437,2.271,-0.369,2.51,92.5,2.46
na,prep,na,23,na,na,front,na,0.203,320,85.5,85.25,43.58017329,3,0.25,350,0.1,0.328,1.756,-0.25,2.512,50.0,2.009
na,prep,na,23,na,na,back,na,0.203,320,85.5,85.25,43.58017329,4,0.25,350,0.1,0.505,2.434,-0.154,2.273,71.3,2.588
na,prep,na,23,na,na,front,na,0.225,320,85,84.75,46.0144588,1,0.25,350,0.1,0.468,2.232,-0.321,2.246,92.4,2.356
na,prep,na,23,na,na,back,na,0.225,320,85,84.75,46.0144588,2,0.25,350,0.1,0.372,2.376,-0.822,4.003,63.5,2.459
na,prep,na,23,na,na,front,na,0.225,320,85,84.75,46.0144588,3,0.25,350,0.1,0.445,2.271,0.004,2.269,63.3,2.643
na,prep,na,23,na,na,back,na,0.225,320,85,84.75,46.0144588,4,0.25,350,0.1,0.304,1.98,-0.336,2.995,50.3,2.353
na,prep,na,23,na,na,front,na,0.23,320,84.5,84.25,48.43438274,1,0.25,350,0.1,0.422,2.523,-1.545,4.901,74.6,2.679
na,prep,na,23,na,na,back,na,0.23,320,84.5,84.25,48.43438274,2,0.25,350,0.1,0.589,2.879,-1.243,3.175,99.6,3.154
na,prep,na,23,na,na,front,na,0.23,320,84.5,84.25,48.43438274,3,0.25,350,0.1,0.414,2.531,-1.786,5.35,93.0,2.691
na,prep,na,23,na,na,back,na,0.23,320,84.5,84.25,48.43438274,4,0.25,350,0.1,0.605,2.857,-1.223,3.193,89.8,2.941
na,prep,na,23,na,na,front,na,0.305,320,84,83.75,50.83994511,1,0.25,350,0.1,0.349,1.957,-0.414,2.778,E0110,2.27
na,prep,na,23,na,na,back,na,0.305,320,84,83.75,50.83994511,2,0.25,350,0.1,0.321,1.241,-0.386,1.846,43.6,1.386
na,prep,na,23,na,na,front,na,0.305,320,84,83.75,50.83994511,3,0.25,350,0.1,0.294,1.723,-0.594,3.187,100.4,2.02
na,prep,na,23,na,na,back,na,0.305,320,84,83.75,50.83994511,4,0.25,350,0.1,0.292,1.204,-0.459,1.996,45.6,1.392
na,prep,na,33,na,na,front,na,0.032,320,83.5,83.25,2.391200808,1,0.25,350,0.1,0.384,1.668,0.429,1.962,50.3,1.833
na,prep,na,33,na,na,back,na,0.032,320,83.5,83.25,2.391200808,2,0.25,350,0.1,0.55,2.009,0.297,1.656,93.9,2.113
na,prep,na,33,na,na,front,na,0.032,320,83.5,83.25,2.391200808,3,0.25,350,0.1,0.402,1.699,0.321,1.805,77.5,1.931
na,prep,na,33,na,na,back,na,0.032,320,83.5,83.25,2.391200808,4,0.25,350,0.1,0.545,2.149,0.259,1.74,80.3,2.296
na,prep,na,33,na,na,front,na,0.043,320,83,82.75,4.76804005,1,0.25,350,0.1,0.546,1.987,0.391,1.732,57.8,2.097
na,prep,na,33,na,na,back,na,0.043,320,83,82.75,4.76804005,2,0.25,350,0.1,0.582,2.144,0.329,1.721,55.3,2.353
na,prep,na,33,na,na,front,na,0.043,320,83,82.75,4.76804005,3,0.25,350,0.1,0.549,2.103,0.273,1.736,56.0,2.239
na,prep,na,33,na,na,back,na,0.043,320,83,82.75,4.76804005,4,0.25,350,0.1,0.59,2.323,0.188,1.721,59.2,2.647
na,prep,na,33,na,na,front,na,0.048,320,82.5,82.25,7.130517726,1,0.25,350,0.1,0.554,2.281,0.27,1.88,64.4,2.469
na,prep,na,33,na,na,back,na,0.048,320,82.5,82.25,7.130517726,2,0.25,350,0.1,0.496,1.994,0.235,1.813,64.9,2.184
na,prep,na,33,na,na,front,na,0.048,320,82.5,82.25,7.130517726,3,0.25,350,0.1,0.555,2.256,0.269,1.849,59.2,2.471
na,prep,na,33,na,na,back,na,0.048,320,82.5,82.25,7.130517726,4,0.25,350,0.1,0.553,2.099,0.238,1.699,55.8,2.252
na,prep,na,33,na,na,front,na,0.07,320,82,81.75,9.478633835,1,0.25,350,0.1,0.543,2.087,0.208,1.757,88.9,2.333
na,prep,na,33,na,na,back,na,0.07,320,82,81.75,9.478633835,2,0.25,350,0.1,0.551,2.189,0.292,1.83,77.1,2.341
na,prep,na,33,na,na,front,na,0.07,320,82,81.75,9.478633835,3,0.25,350,0.1,0.549,2.187,0.361,1.821,81.5,2.349
na,prep,na,33,na,na,back,na,0.07,320,82,81.75,9.478633835,4,0.25,350,0.1,0.555,2.211,0.291,1.846,63.8,2.457
na,prep,na,33,na,na,front,na,0.08,320,81.5,81.25,11.81238838,1,0.25,350,0.1,0.541,2.069,0.122,1.723,80.7,2.272
na,prep,na,33,na,na,back,na,0.08,320,81.5,81.25,11.81238838,2,0.25,350,0.1,0.505,1.856,0.04,1.567,74.9,1.946
na,prep,na,33,na,na,front,na,0.08,320,81.5,81.25,11.81238838,3,0.25,350,0.1,0.539,2.102,0.126,1.721,75.9,2.245
na,prep,na,33,na,na,back,na,0.08,320,81.5,81.25,11.81238838,4,0.25,350,0.1,0.546,2.044,0.048,1.614,82.0,2.462
